id|title
5778|Yankee Buccaneer
5779|You for Me
5780|Young Man with Ideas
5781|Zombies of the Stratosphere
5782|The 49th Man
5783|99 River Street
5784|The 5,000 Fingers of Dr. T
5785|Abbott and Costello Go to Mars
5786|Abbott and Costello Meet Dr. Jekyll and Mr. Hyde
5787|Act of Love
5788|The Actress
5789|The Affairs of Dobie Gillis
5790|Affair with a Stranger
5791|The All American
5792|All Ashore
5793|All I Desire
5794|All the Brothers Were Valiant
5795|Angel Face
5796|Appointment in Honduras
5797|Baby Butch
5798|Back to God's Country
5799|Bad for Each Other
5800|The Bandits of Corsica
5801|The Band Wagon
5802|Battle Circus
5803|The Beast from 20,000 Fathoms
5804|Beat the Devil
5805|Ben and Me
5806|Beneath the 12-Mile Reef
5807|The Bigamist
5808|The Big Heat
5809|Big Leaguer
5810|Blowing Wild
5811|The Blue Gardenia
5812|A Blueprint for Murder
5813|Born to the Saddle
5814|Botany Bay
5815|By the Light of the Silvery Moon
5816|The Caddy
5817|Calamity Jane
5818|Call Me Madam
5819|Canadian Mounties vs Atomic Invaders
5820|Cat-Women of the Moon
5821|Cat-Tails for Two
5822|Catty Cornered
5823|Champ for a Day
5824|Charade
5825|City of Bad Men
5826|City That Never Sleeps
5827|The Clown
5828|Code Two
5829|Column South
5830|Commando Cody: Sky Marshal of the Universe
5831|Confidentially Connie
5832|Count the Hours
5833|Cow Country
5834|Crazylegs
5835|Cruisin' Down the River
5836|Cry of the Hunted
5837|Dance Hall Racket
5838|Dangerous Crossing
5839|Dangerous When Wet
5840|Decameron Nights
5841|Desert Legion
5842|The Desert Rats
5843|The Desert Song
5844|Designs on Jerry
5845|Destination Gobi
5846|The Diamond Queen
5847|Don's Fountain of Youth
5848|Donovan's Brain
5849|Down Among the Sheltering Palms
5850|Dream Wife
5851|The Eddie Cantor Story
5852|Escape from Fort Bravo
5853|Fair Wind to Java
5854|The Farmer Takes a Wife
5855|Fast Company
5856|Fear and Desire
5857|Fighter Attack
5858|Flame of Calcutta
5859|The Flaming Urge
5860|Flight Nurse
5861|Flight to Tangier
5862|Forever Female
5863|Forbidden
5864|Francis Covers the Big Town
5865|From Here to Eternity
5866|Gentlemen Prefer Blondes
5867|The Girl Next Door
5868|The Girl Who Had Everything
5869|Girls in the Night
5870|The Girls of Pleasure Island
5871|Give a Girl a Break
5872|The Glass Wall
5873|Glen or Glenda
5874|The Golden Blade
5875|The Great Sioux Uprising
5876|Gun Belt
5877|Gunsmoke
5878|Hannah Lee
5879|Here Come the Girls
5880|The Hitch-Hiker
5881|Hondo
5882|Houdini
5883|House of Wax
5884|How to Marry a Millionaire
5885|I Confess
5886|The I Don't Care Girl
5887|I Love Lucy
5888|I Love Melvin
5889|I, the Jury
5890|Inferno
5891|Invaders from Mars
5892|Island in the Sky
5893|It Came from Outer Space
5894|Jalopy
5895|Jennifer
5896|Jeopardy
5897|Johann Mouse
5898|Jungle Drums of Africa
5899|Kansas Pacific
5900|Kiss Me, Kate
5901|Knights of the Round Table
5902|The Lady Wants Mink
5903|Last of the Comanches
5904|Latin Lovers
5905|Law and Order
5906|The Lawless Breed
5907|Let's Do It Again
5908|Life with Tom
5909|Lili
5910|A Lion Is in the Streets
5911|Little Boy Lost
5912|Little Fugitive
5913|The Lone Hand
5914|Loose in London
5915|Ma and Pa Kettle on Vacation
5916|The Magnetic Monster
5917|The Man Behind the Gun
5918|The Man from Cairo
5919|The Man from the Alamo
5920|Man in the Attic
5921|Man in the Dark
5922|Man on a Tightrope
5923|Marry Me Again
5924|The Marshal's Daughter
5925|Martin Luther
5926|The Maze
5927|Meet Me at the Fair
5928|Melba
5929|Mesa of Lost Women
5930|Mexican Manhunt
5931|Miss Sadie Thompson
5932|Mission Over Korea
5933|The Missing Mouse
5934|The Mississippi Gambler
5935|Mister Scoutmaster
5936|Mogambo
5937|Money from Home
5938|The Moon Is Blue
5939|The Moonlighter
5940|Mouse for Sale
5941|The Naked Spur
5942|The Neanderthal Man
5943|Neapolitan Mouse
5944|The Nebraskan
5945|Never Let Me Go
5946|Never Wave at a WAC
5947|Niagara
5948|No Escape
5949|Pardon My Backfire
5950|Paris Model
5951|Perils of the Jungle
5952|Personal Affair
5953|Peter Pan
5954|Pickup on South Street
5955|Plunder of the Sun
5956|Pony Express
5957|Private Eyes
5958|Problem Girls
5959|Project Moonbase
5960|Pup on a Picnic
5961|Puppy Tale
5962|The Red Beret
5963|The Redhead from Wyoming
5964|Return to Paradise
5965|Ride, Vaquero!
5966|Rob Roy, the Highland Rogue
5967|The Robe
5968|Robot Monster
5969|Roman Holiday
5970|The Royal African Rifles
5971|Sailor of the King
5972|Salome
5973|San Antone
5974|Scared Stiff
5975|Sea Devils
5976|Sea of Lost Ships
5977|Second Chance
5978|Seminole
5979|Serpent of the Nile
5980|Shane
5981|She's Back on Broadway
5982|The Simple Things
5983|Sins of Jezebel
5984|Small Town Girl
5985|So Big!
5986|South of Algiers
5987|South Sea Woman
5988|Southern Fried Rabbit
5989|Spaceways
5990|Split Second
5991|Spooks!
5992|Stalag 17
5993|The Steel Lady
5994|The Story of Three Loves
5995|The Stranger Wore a Gun
5996|The Sun Shines Bright
5997|The Sword and the Rose
5998|The System
5999|Take Me to Town
6000|Take the High Ground!
6001|Taxi
6002|Terror Street
6003|Those Redheads from Seattle
6004|Three Sailors and a Girl
6005|Thunder Bay
6006|Thunder Over the Plains
6007|Time Bomb
6008|Titanic
6009|Torch Song
6010|Treasure of the Golden Condor
6011|Tropic Zone
6012|Trouble Along the Way
6013|Tumbleweed
6014|The Twonky
6015|The Veils of Bagdad
6016|Vice Squad
6017|Vicki
6018|War Paint
6019|The War of the Worlds
6020|White Lightning
6021|White Witch Doctor
6022|Wicked Woman
6023|The Wild One
6024|Wings of the Hawk
6025|Woman They Almost Lynched
6026|Working for Peanuts
6027|Young Bess
6028|3 Ring Circus
6029|20,000 Leagues Under the Sea
6030|The Adventures of Hajji Baba
6031|Alaska Seas
6032|Apache
6033|Arrow in the Dust
6034|Athena
6035|The Atomic Kid
6036|Baby Buggy Bunny
6037|Bait
6038|The Barefoot Contessa
6039|The Battle of Rogue River
6040|Beachhead
6041|Beautiful Stranger
6042|Bengal Brigade
6043|Betrayed
6044|The Black Dakotas
6045|The Black Knight
6046|The Black Shield of Falworth
6047|Black Tuesday
6048|Black Widow
6049|Border River
6050|The Bounty Hunter
6051|The Bowery Boys Meet the Monsters
6052|The Bridges at Toko-Ri
6053|Brigadoon
6054|Bright Road
6055|Broken Lance
6056|Bugs and Thugs
6057|A Bullet Is Waiting
6058|The Caine Mutiny
6059|Cannibal Attack
6060|Captain Kidd and the Slave Girl
6061|Carmen Jones
6062|Carnival Story
6063|Casanova's Big Night
6064|Cattle Queen of Montana
6065|The Command
6066|The Country Girl
6067|Creature from the Black Lagoon
6068|Crime Wave
6069|Crossed Swords
6070|Cry Vengeance
6071|Dangerous Mission
6072|Dawn at Socorro
6073|Demetrius and the Gladiators
6074|Désirée
6075|Destry
6076|Devil May Hare
6077|Dial M for Murder
6078|Dixieland Droopy
6079|Dog Pounded
6080|Down Three Dark Streets
6081|Downhearted Duckling
6082|Dragnet
6083|Dragonfly Squadron
6084|Drive a Crooked Road
6085|Drum Beat
6086|Drums Across the River
6087|Drums of Tahiti
6088|The Egyptian
6089|Elephant Walk
6090|Executive Suite
6091|Fireman Save My Child
6092|Flame and the Flesh
6093|Four Guns to the Border
6094|Francis Joins the WACS
6095|The French Line
6096|The Gambler from Natchez
6097|Garden of Evil
6098|The Glenn Miller Story
6099|Gog
6100|The Golden Idol
6101|Gorilla at Large
6102|The Great Diamond Robbery
6103|Green Fire
6104|Gunfighters of the Northwest
6105|Gypsy Colt
6106|Hell and High Water
6107|Hell Below Zero
6108|Hell's Half Acre
6109|Hell's Outpost
6110|Her Twelve Men
6111|The High and the Mighty
6112|Highway Dragnet
6113|His Majesty O'Keefe
6114|Human Desire
6115|The Human Jungle
6116|The Iron Glove
6117|It Should Happen to You
6118|Jail Bait
6119|Jesse James vs. the Daltons
6120|Jesse James' Women
6121|Jivaro
6122|Johnny Dark
6123|Johnny Guitar
6124|Jubilee Trail
6125|Jungle Gents
6126|Killer Leopard
6127|Killers from Space
6128|King Richard and the Crusaders
6129|Knock on Wood
6130|The Last Time I Saw Paris
6131|The Law vs. Billy the Kid
6132|The Lawless Rider
6133|A Life at Stake
6134|Little School Mouse
6135|Living It Up
6136|The Lone Gun
6137|The Long, Long Trailer
6138|The Long Wait
6139|Loophole
6140|Lucky Me
6141|The Mad Magician
6142|Make Haste to Live
6143|Magnificent Obsession
6144|Man with the Steel Whip
6145|Masterson of Kansas
6146|Men of the Fighting Lady
6147|The Miami Story
6148|Miss Robin Crusoe
6149|Monster from the Ocean Floor
6150|Naked Alibi
6151|The Naked Jungle
6152|New Faces
6153|Night People
6154|On the Waterfront
6155|The Other Woman
6156|The Outcast
6157|Overland Pacific
6158|Paris Playboys
6159|Passion
6160|Phantom of the Rue Morgue
6161|Phffft!
6162|Playgirl
6163|Pride of the Blue Grass
6164|Prince Valiant
6165|Princess of the Nile
6166|Private Hell 36
6167|Pushover
6168|The Raid
6169|Rails Into Laramie
6170|Rear Window
6171|Red Garters
6172|Rhapsody
6173|Ride Clear of Diablo
6174|Riders to the Stars
6175|Riding Shotgun
6176|Riot in Cell Block 11
6177|River of No Return
6178|Robinson Crusoe
6179|The Rocket Man
6180|Rogue Cop
6181|Roogie's Bump
6182|Sabrina
6183|Salt of the Earth
6184|Saskatchewan
6185|Secret of the Incas
6186|Seven Brides for Seven Brothers
6187|The Shanghai Story
6188|She Couldn't Say No
6189|Shield for Murder
6190|Siege at Red River
6191|Sign of the Pagan
6192|Silent Raiders
6193|The Silver Chalice
6194|Silver Lode
6195|Sitting Bull
6196|Smarty Cat
6197|The Snow Creature
6198|Southwest Passage
6199|A Star Is Born
6200|The Steel Cage
6201|The Student Prince
6202|Suddenly
6203|Susan Slept Here
6204|Target Earth
6205|Taza, Son of Cochise
6206|Tennessee Champ
6207|Them!
6208|There's No Business Like Show Business
6209|They Rode West
6210|They Were So Young
6211|This Is My Love
6212|Three Coins in the Fountain
6213|Three Hours to Kill
6214|Three Young Texans
6215|Tobor the Great
6216|Top Banana
6217|Track of the Cat
6218|Vera Cruz
6219|War Arrow
6220|White Christmas
6221|The White Orchid
6222|Witness to Murder
6223|Woman's World
6224|World for Ransom
6225|Yankee Pasha
6226|The Yellow Mountain
6227|The Yellow Tomahawk
6228|Young at Heart
6229|5 Against the House
6230|Abbott and Costello Meet the Keystone Kops
6231|Abbott and Costello Meet the Mummy
6232|The Adventures of Captain Africa
6233|The Adventures of Quentin Durward
6234|Air Strike
6235|All That Heaven Allows
6236|The Americano
6237|An Annapolis Story
6238|Angela
6239|Apache Ambush
6240|Apache Woman
6241|Artists and Models
6242|At Gunpoint
6243|Bad Day at Black Rock
6244|Battle Cry
6245|Battle Taxi
6246|Beanstalk Bunny
6247|Bedevilled
6248|The Big Bluff
6249|The Big Combo
6250|Big House, U.S.A.
6251|The Big Knife
6252|Blackboard Jungle
6253|Blood Alley
6254|Bowery to Bagdad
6255|Bride of the Monster
6256|Bring Your Smile Along
6257|A Bullet for Joey
6258|Canyon Crossroads
6259|Chicago Syndicate
6260|The Cobweb
6261|Conquest of Space
6262|Count Three and Pray
6263|The Court-Martial of Billy Mitchell
6264|Crashout
6265|Creature with the Atom Brain
6266|The Crooked Web
6267|Cult of the Cobra
6268|Daddy Long Legs
6269|The Dark Avenger
6270|Davy Crockett, King of the Wild Frontier
6271|Day the World Ended
6272|Desert Sands
6273|The Desperate Hours
6274|Devil Goddess
6275|East of Eden
6276|The End of the Affair
6277|Escape to Burma
6278|The Eternal Sea
6279|The Far Country
6280|The Far Horizons
6281|The Fast and the Furious
6282|Female Jungle
6283|Female on the Beach
6284|The Fighting Chance
6285|Finger Man
6286|Fort Yuma
6287|Foxfire
6288|Francis in the Navy
6289|The Gamma People
6290|Gentlemen Marry Brunettes
6291|The Girl in the Red Velvet Swing
6292|The Girl Rush
6293|The Glass Slipper
6294|Good Morning Miss Dove
6295|The Gun That Won the West
6296|Guys and Dolls
6297|Hare Brush
6298|Hell on Frisco Bay
6299|Hell's Horizon
6300|Hell's Island
6301|Hit the Deck
6302|Hold Back Tomorrow
6303|House of Bamboo
6304|How to Be Very, Very Popular
6305|Hyde and Hare
6306|I Am a Camera
6307|I Died a Thousand Times
6308|I'll Cry Tomorrow
6309|Illegal
6310|The Indian Fighter
6311|Interrupted Melody
6312|It Came from Beneath the Sea
6313|It's Always Fair Weather
6314|It's a Dog's Life
6315|Jail Busters
6316|Joe MacBeth
6317|Jump into Hell
6318|Jungle Moon Men
6319|The Kentuckian
6320|Kentucky Rifle
6321|Killer's Kiss
6322|King of the Carnival
6323|King's Rhapsody
6324|The King's Thief
6325|Kismet
6326|Kiss Me Deadly
6327|Kiss of Fire
6328|Lady and the Tramp
6329|Lady Godiva of Coventry
6330|Land of the Pharaohs
6331|The Last Command
6332|The Last Frontier
6333|A Lawless Street
6334|The Left Hand of God
6335|The Long Gray Line
6336|Love Me or Leave Me
6337|Lucy Gallant
6338|Magic Fire
6339|Mambo
6340|A Man Alone
6341|A Man Called Peter
6342|The Man from Bitter Ridge
6343|The Man from Laramie
6344|The Man with the Golden Arm
6345|Man with the Gun
6346|Man Without a Star
6347|Many Rivers to Cross
6348|The Marauders
6349|Marty
6350|The McConnell Story
6351|Mister Roberts
6352|Moonfleet
6353|Mr. Arkadin
6354|Murder Is My Beat
6355|The Naked Dawn
6356|The Naked Street
6357|New Orleans Uncensored
6358|New York Confidential
6359|The Night Holds Terror
6360|The Night of the Hunter
6361|Not as a Stranger
6362|Oklahoma!
6363|One Desire
6364|One Froggy Evening
6365|Outlaw Treasure
6366|Panther Girl of the Kongo
6367|Paris Follies of 1956
6368|Pearl of the South Pacific
6369|Pete Kelly's Blues
6370|The Phantom from 10,000 Leagues
6371|The Phenix City Story
6372|Picnic
6373|Prince of Players
6374|A Prize of Gold
6375|The Prodigal
6376|The Purple Mask
6377|Queen Bee
6378|Rabbit Rampage
6379|The Racers
6380|Rage at Dawn
6381|The Rains of Ranchipur
6382|Rebel Without a Cause
6383|Revenge of the Creature
6384|The Road to Denver
6385|Robbers' Roost
6386|The Rose Tattoo
6387|Run for Cover
6388|Sahara Hare
6389|Santa Fe Passage
6390|The Scarlet Coat
6391|The Sea Chase
6392|The Second Greatest Sex
6393|Seven Angry Men
6394|Seven Cities of Gold
6395|The Seven Little Foys
6396|The Seven Year Itch
6397|Shack Out on 101
6398|The Shrike
6399|Sincerely Yours
6400|Six Bridges to Cross
6401|Smoke Signal
6402|So This Is Paris
6403|Soldier of Fortune
6404|Son of Sinbad
6405|Southbound Duckling
6406|Special Delivery
6407|The Spoilers
6408|Spy Chasers
6409|The Square Jungle
6410|Storm Fear
6411|Strange Lady in Town
6412|Stranger on Horseback
6413|Strategic Air Command
6414|Sudden Danger
6415|Summertime
6416|Swamp Women
6417|The Tall Men
6418|Tarantula
6419|Target Zero
6420|Tarzan's Hidden Jungle
6421|Teen-Age Crime Wave
6422|The Tender Trap
6423|Ten Wanted Men
6424|Texas Lady
6425|That's My Mommy
6426|This Island Earth
6427|Three for the Show
6428|Three Stripes in the Sun
6429|Tight Spot
6430|To Catch a Thief
6431|Tom and Chérie
6432|Top Gun
6433|Top of the World
6434|The Treasure of Pancho Villa
6435|Trial
6436|The Trouble with Harry
6437|The Twinkle in God's Eye
6438|Unchained
6439|Untamed
6440|The Violent Men
6441|The Vanishing American
6442|Violent Saturday
6443|The Virgin Queen
6444|We're No Angels
6445|Wiretapper
6446|Women's Prison
6447|A Word to the Wives….
6448|Yellowneck
6449|You're Never Too Young
6450|7th Cavalry
6451|Accused of Murder
6452|Alexander the Great
6453|The Ambassador's Daughter
6454|Anastasia
6455|Anything Goes
6456|Around the World in Eighty Days
6457|At Gunpoint
6458|Attack
6459|Autumn Leaves
6460|Baby Doll
6461|Back from Eternity
6462|Backlash
6463|The Bad Seed
6464|Bandido
6465|Barbecue Brawl
6466|The Beast of Hollow Mountain
6467|Behind the High Wall
6468|The Benny Goodman Story
6469|Between Heaven and Hell
6470|Beyond Mombasa
6471|Beyond a Reasonable Doubt
6472|Bhowani Junction
6473|Bigger Than Life
6474|The Birds and the Bees
6475|The Black Sleep
6476|The Black Whip
6477|Blackjack Ketchum, Desperado
6478|Blazing the Overland Trail
6479|Blue Cat Blues
6480|The Boss
6481|The Bottom of the Bottle
6482|The Brass Legend
6483|The Broken Star
6484|Broom-Stick Bunny
6485|Bundle of Joy
6486|The Burning Hills
6487|Bus Stop
6488|Busy Buddies
6489|Calling Homicide
6490|Canyon River
6491|Carousel
6492|The Catered Affair
6493|Cha-Cha-Cha Boom!
6494|Comanche
6495|The Come On
6496|Commotion on the Ocean
6497|The Conqueror
6498|The Court Jester
6499|Crashing Las Vegas
6500|The Creature Walks Among Us
6501|Creeps
6502|Crime Against Joe
6503|Crime in the Streets
6504|A Cry in the Night
6505|Curucu, Beast of the Amazon
6506|A Day of Fury
6507|D-Day the Sixth of June
6508|Dance with Me, Henry
6509|Daniel Boone, Trail Blazer
6510|Davy Crockett and the River Pirates
6511|Death of a Scoundrel
6512|Deduce, You Say!
6513|Diane
6514|Dig That Uranium
6515|Down Beat Bear
6516|Earth vs. the Flying Saucers
6517|The Eddy Duchin Story
6518|The Egg and Jerry
6519|Everything but the Truth
6520|The Fastest Gun Alive
6521|Feedin' the Kiddie
6522|Fighting Trouble
6523|Fire Maidens from Outer Space
6524|The First Texan
6525|The First Traveling Saleslady
6526|Flagpole Jitters
6527|Flame of the Islands
6528|Flesh and the Spur
6529|Flight to Hong Kong
6530|The Flying Sorceress
6531|Forbidden Planet
6532|For Crimin' Out Loud
6533|Foreign Intrigue
6534|Forever, Darling
6535|Friendly Persuasion
6536|Full of Life
6537|Fury at Gunsight Pass
6538|Gaby
6539|Giant
6540|The Girl Can't Help It
6541|The Girl He Left Behind
6542|Girls in Prison
6543|Glory
6544|Godzilla, King of the Monsters!
6545|Good-bye, My Lady
6546|Great Day in the Morning
6547|The Great Locomotive Chase
6548|The Great American Pastime
6549|The Great Man
6550|Gun Brothers
6551|Gun the Man Down
6552|Gunslinger
6553|Happy Go Ducky
6554|The Harder They Fall
6555|He Laughed Last
6556|Helen of Troy
6557|Hidden Guns
6558|High Society
6559|Hilda Crane
6560|Hold Back the Night
6561|Hollywood or Bust
6562|Hooked Bear
6563|Hot Blood
6564|Hot Cars
6565|Hot Rod Girl
6566|Hot Stuff
6567|The Houston Story
6568|Huk!
6569|Husbands Beware
6570|In the Bag
6571|Indestructible Man
6572|The Indian Fighter
6573|Inside Detroit
6574|The Intimate Stranger
6575|Invasion of the Body Snatchers
6576|Invitation to the Dance
6577|The Iron Petticoat
6578|It Conquered the World
6579|Johnny Concho
6580|Jubal
6581|Julie
6582|The Killer Is Loose
6583|The Killing
6584|The King and Four Queens
6585|The King and I
6586|A Kiss Before Dying
6587|The Last Hunt
6588|The Last Wagon
6589|The Leather Saint
6590|The Lieutenant Wore Skirts
6591|Lisbon
6592|The Lone Ranger
6593|Lust for Life
6594|Magnificent Roughnecks
6595|The Man in the Gray Flannel Suit
6596|Man in the Vault
6597|The Man Is Armed
6598|The Man Who Knew Too Much
6599|The Man Who Never Was
6600|Manfish
6601|The Maverick Queen
6602|Miami Expose
6603|Miracle in the Rain
6604|Moby Dick
6605|Mohawk
6606|The Mole People
6607|The Mountain
6608|Mr. B Natural
6609|Mucho Mouse
6610|Muscle Beach Tom
6611|Never Say Goodbye
6612|Nightmare
6613|The Oklahoma Woman
6614|On the Threshold of Space
6615|The Opposite Sex
6616|Our Miss Brooks
6617|Outside the Law
6618|Over-Exposed
6619|Pardners
6620|Patterns
6621|Perils of the Wilderness
6622|Pillars of the Sky
6623|Please Murder Me
6624|The Power and the Prize
6625|The Price of Fear
6626|The Proud and Profane
6627|The Proud Ones
6628|Rabbitson Crusoe
6629|The Rack
6630|The Rainmaker
6631|Ransom!
6632|Raw Edge
6633|The Rawhide Years
6634|Rebel in Town
6635|Red Sundown
6636|The Revolt of Mamie Stover
6637|Rock Around the Clock
6638|Rock, Pretty Baby
6639|Rumble on the Docks
6640|Rumpus in the Harem
6641|Runaway Daughters
6642|Running Target
6643|Run for the Sun
6644|The Scarlet Hour
6645|Scheming Schemers
6646|Screaming Eagles
6647|The Searchers
6648|Serenade
6649|Seven Men from Now
6650|The Sharkfighters
6651|The She-Creature
6652|Slander
6653|Slightly Scarlet
6654|The Solid Gold Cadillac
6655|Somebody Up There Likes Me
6656|Stagecoach to Fury
6657|Star in the Dust
6658|The Steel Jungle
6659|Strange Intruder
6660|Stranger at My Door
6661|The Swan
6662|Tea and Sympathy
6663|The Teahouse of the August Moon
6664|Teenage Rebel
6665|The Ten Commandments
6666|Tension at Table Rock
6667|Terror at Midnight
6668|That Certain Feeling
6669|There's Always Tomorrow
6670|These Wilder Years
6671|Three Bad Sisters
6672|Three Brave Men
6673|Time Table
6674|Timid Tabby
6675|Tom's Photo Finish
6676|Toward the Unknown
6677|The Toy Tiger
6678|Trapeze
6679|Tribute to a Bad Man
6680|The Unguarded Moment
6681|Uranium Boom
6682|The Vagabond King
6683|The Violent Years
6684|Walk the Proud Land
6685|The Werewolf
6686|Westward Ho the Wagons!
6687|While the City Sleeps
6688|Wideo Wabbit
6689|The Wild Party
6690|A Woman's Devotion
6691|The Women of Pitcairn Island
6692|World in My Corner
6693|World Without End
6694|Written on the Wind
6695|The Wrong Man
6696|X the Unknown
6697|You Can't Run Away from It
6698|3:10 to Yuma
6699|5 Steps to Danger
6700|12 Angry Men
6701|20 Million Miles to Earth
6702|The 27th Day
6703|The Abductors
6704|Across the Bridge
6705|Affair in Havana
6706|An Affair to Remember
6707|Ali Baba Bunny
6708|All Mine to Give
6709|The Amazing Colossal Man
6710|Appointment with a Shadow
6711|April Love
6712|The Astounding She-Monster
6713|Attack of the Crab Monsters
6714|Baby Face Nelson
6715|The Bachelor Party
6716|Back from the Dead
6717|Bailout at 43,000
6718|Band of Angels
6719|Battle Hymn
6720|Bayou
6721|Beau James
6722|Bedeviled Rabbit
6723|Beginning of the End
6724|Bernardine
6725|The Big Boodle
6726|The Big Caper
6727|The Big Land
6728|Birds Anonymous
6729|Bitter Victory
6730|The Black Scorpion
6731|Bombers B-52
6732|Bop Girl Goes Calypso
6733|Boston Quackie
6734|Boy on a Dolphin
6735|The Brain from Planet Arous
6736|The Brothers Rico
6737|The Buckskin Lady
6738|Bugsy and Mugsy
6739|The Burglar
6740|Calypso Heat Wave
6741|The Careless Years
6742|China Gate
6743|Count Five and Die
6744|Crime of Passion
6745|The Crooked Circle
6746|The Cyclops
6747|The D.I.
6748|The Daughter of Dr. Jekyll
6749|The Deadly Mantis
6750|Death in Small Doses
6751|The Delicate Delinquent
6752|The Delinquents
6753|Designing Woman
6754|Desk Set
6755|The Devil's Hairpin
6756|Don't Go Near the Water
6757|Dragoon Wells Massacre
6758|Drango
6759|Duel at Apache Wells
6760|Edge of the City
6761|Eighteen and Anxious
6762|The Enemy Below
6763|Escape from San Quentin
6764|A Face in the Crowd
6765|A Farewell to Arms
6766|Fear Strikes Out
6767|Fire Down Below
6768|Flesh and the Spur
6769|Fox Terror
6770|Forty Guns
6771|Four Girls in Town
6772|From Hell It Came
6773|Funny Face
6774|The Fuzzy Pink Nightgown
6775|The Garment Jungle
6776|The Giant Claw
6777|The Girl in Black Stockings
6778|The Girl in the Kremlin
6779|The Girl Most Likely
6780|Love Slaves of the Amazons
6781|The Green-Eyed Blonde
6782|Gun Battle at Monterey
6783|Gun Duel in Durango
6784|Gun for a Coward
6785|Gunfight at the O.K. Corral
6786|Gun Glory
6787|Guns a Poppin
6788|Gunsight Ridge
6789|The Guns of Fort Petticoat
6790|The Halliday Brand
6791|A Hatful of Rain
6792|Heaven Knows, Mr. Allison
6793|The Helen Morgan Story
6794|Hell Bound
6795|Hellcats of the Navy
6796|Hell Drivers
6797|Hell on Devil's Island
6798|Hell's Crossroads
6799|Hell Ship Mutiny
6800|The Hired Gun
6801|Hit and Run
6802|Hold That Hypnotist
6803|Hoofs and Goofs
6804|Horsing Around
6805|Hot Summer Night
6806|House of Numbers
6807|I Was a Teenage Frankenstein
6808|I Was a Teenage Werewolf
6809|The Incredible Petrified World
6810|The Incredible Shrinking Man
6811|Interlude
6812|Invasion of the Saucer Men
6813|The Invisible Boy
6814|The Iron Sheriff
6815|Island in the Sun
6816|Istanbul
6817|Jailhouse Rock
6818|Jeanne Eagels
6819|Jet Pilot
6820|Joe Butterfly
6821|Johnny Trouble
6822|Johnny Tremain
6823|The Joker Is Wild
6824|Jungle Heat
6825|Kiss Them for Me
6826|Kronos
6827|The Land Unknown
6828|Legend of the Lost
6829|The Little Hut
6830|Lizzie
6831|The Lonely Man
6832|Love in the Afternoon
6833|Loving You
6834|Man Afraid
6835|Man of a Thousand Faces
6836|Man on Fire
6837|Man on the Prowl
6838|The Man Who Turned to Stone
6839|Men in War
6840|A Merry Mix Up
6841|The Midnight Story
6842|Mister Cory
6843|Monkey on My Back
6844|The Monolith Monsters
6845|Monster from Green Hell
6846|The Monster That Challenged the World
6847|Muscle Up a Little Closer
6848|My Gun Is Quick
6849|My Man Godfrey
6850|Naked Paradise
6851|Night Passage
6852|Nightfall
6853|The Night Runner
6854|The Night the World Exploded
6855|No Time to Be Young
6856|Not of This Earth
6857|Oh, Men! Oh, Women!
6858|The Oklahoman
6859|Old Yeller
6860|Operation Mad Ball
6861|Outer Space Jitters
6862|Outlaw's Son
6863|The Pajama Game
6864|Pal Joey
6865|Panama Sal
6866|Paths of Glory
6867|Peyton Place
6868|The Pied Piper of Hamelin
6869|Plunder Road
6870|Portland Exposé
6871|The Pride and the Passion
6872|The Prince and the Showgirl
6873|Public Pigeon No. 1
6874|Quantez
6875|The Quiet Gun
6876|Raiders of Old California
6877|Raintree County
6878|Reform School Girl
6879|The Restless Breed
6880|Revolt at Fort Laramie
6881|Ride Out for Revenge
6882|Ride a Violent Mile
6883|The River's Edge
6884|Rock All Night
6885|Run of the Arrow
6886|Rusty Romeos
6887|The Sad Sack
6888|Saint Joan
6889|Sayonara
6890|Scat Cats
6891|Seven Waves Away
6892|The Seventh Sin
6893|The Shadow on the Window
6894|She Devil
6895|Shoot-Out at Medicine Bend
6896|Short Cut to Hell
6897|Silk Stockings
6898|Slaughter on Tenth Avenue
6899|Something of Value
6900|Space Ship Sappy
6901|The Spirit of St. Louis
6902|Spook Chasers
6903|Spring Reunion
6904|Stopover Tokyo
6905|The Story of Esther Costello
6906|The Story of Mankind
6907|The Strange One
6908|The Strange World of Planet X
6909|Sweet Smell of Success
6910|The Tall T
6911|Taming Sutton's Gal
6912|Tammy and the Bachelor
6913|Tarzan and the Lost Safari
6914|The Tattered Dress
6915|Teenage Doll
6916|Ten Thousand Bedrooms
6917|That Night!
6918|This Angry Age
6919|This Could Be the Night
6920|The Three Faces of Eve
6921|Three Violent People
6922|The Tijuana Story
6923|Time Limit
6924|The Tin Star
6925|Tip on a Dead Jockey
6926|Tomahawk Trail
6927|Top Secret Affair
6928|Tops with Pops
6929|Trooper Hook
6930|The True Story of Jesse James
6931|Tweety and the Beanstalk
6932|The Undead
6933|The Unearthly
6934|The Unholy Wife
6935|The Unknown Terror
6936|Untamed Youth
6937|Until They Sail
6938|Up in Smoke
6939|Utah Blaine
6940|Valerie
6941|The Vampire
6942|The Vanishing Duck
6943|The Vintage
6944|Voodoo Woman
6945|The Way to the Gold
6946|The Wayward Bus
6947|What's Opera, Doc?
6948|Will Success Spoil Rock Hunter?
6949|The Wings of Eagles
6950|Witness for the Prosecution
6951|Young and Dangerous
6952|The Young Don't Cry
